ltable_id,rtable_id,ltable_title,rtable_title,ltable_manufacturer,rtable_manufacturer,ltable_price,rtable_price,label
171,998,microsoft licenses word mac 10.0 eng govt ( d4800369 ),microsoft word 2004,microsoft licenses,,349.83,209.99,0
145,998,microsoft virtual pc for mac 7.0 with windows 2000,microsoft word 2004,microsoft,,249.99,209.99,0
571,1478,microsoft visio standard 2007 version upgrade,microsoft t73-00091 molpc visio std sa,microsoft,,129.95,168.03,0
522,1478,microsoft visio standard 2007,microsoft t73-00091 molpc visio std sa,microsoft,,259.95,168.03,0
571,1748,microsoft visio standard 2007 version upgrade,92707 tun plus 2005 version upgrade license 1 user win,microsoft,,129.95,66.09,0
135,1748,microsoft crm professional cal 3.0 product upgrade license pack user cal,92707 tun plus 2005 version upgrade license 1 user win,microsoft software,,9980.0,66.09,0
587,1748,microsoft word 2007 version upgrade,92707 tun plus 2005 version upgrade license 1 user win,microsoft,,109.95,66.09,0
571,2518,microsoft visio standard 2007 version upgrade,microsoft powerpoint mac 2004 version upgrade,microsoft,,129.95,89.99,0
93,2518,microsoft office frontpage 2003 academic version windows ),microsoft powerpoint mac 2004 version upgrade,microsoft,,159.98,89.99,0
632,2518,microsoft windows xp professional full version with sp2,microsoft powerpoint mac 2004 version upgrade,microsoft,,299.99,89.99,0
587,2518,microsoft word 2007 version upgrade,microsoft powerpoint mac 2004 version upgrade,microsoft,,109.95,89.99,0
584,2518,microsoft windows vista business full version [ dvd ],microsoft powerpoint mac 2004 version upgrade,microsoft,,299.95,89.99,0
773,2518,microsoft office mac 2004 english 3pk dsp 731-01163 ),microsoft powerpoint mac 2004 version upgrade,microsoft corporation,,,89.99,0
490,2518,microsoft visual studio professional 2005 upgrade,microsoft powerpoint mac 2004 version upgrade,microsoft software,,549.0,89.99,0
523,2518,microsoft windows vista ultimate full version [ dvd ],microsoft powerpoint mac 2004 version upgrade,microsoft,,399.95,89.99,0
858,2518,microsoft onenote 2007 upgrade,microsoft powerpoint mac 2004 version upgrade,microsoft,,79.95,89.99,0
512,2518,microsoft windows xp professional upgrade with sp2,microsoft powerpoint mac 2004 version upgrade,microsoft software,,199.99,89.99,0
541,2518,microsoft onenote 2007,microsoft powerpoint mac 2004 version upgrade,microsoft,,99.95,89.99,0
511,2518,microsoft publisher 2007 version upgrade,microsoft powerpoint mac 2004 version upgrade,microsoft,,99.95,89.99,0
547,2518,microsoft outlook 2007,microsoft powerpoint mac 2004 version upgrade,microsoft,,109.95,89.99,0
544,2518,microsoft windows xp home edition full version with sp2,microsoft powerpoint mac 2004 version upgrade,microsoft,,199.0,89.99,0
186,2518,learn2 training for microsoft powerpoint,microsoft powerpoint mac 2004 version upgrade,topics-entertainment-software - ( consignment ),,9.99,89.99,0
571,1137,microsoft visio standard 2007 version upgrade,microsoft windows vista business upgrade license 1 pc english,microsoft,,129.95,168.99,0
135,1137,microsoft crm professional cal 3.0 product upgrade license pack user cal,microsoft windows vista business upgrade license 1 pc english,microsoft software,,9980.0,168.99,0
753,1137,microsoft office & windows training professional,microsoft windows vista business upgrade license 1 pc english,topics entertainment,,49.95,168.99,0
604,1137,microsoft office small business 2007 full version,microsoft windows vista business upgrade license 1 pc english,microsoft,,449.95,168.99,0
587,1137,microsoft word 2007 version upgrade,microsoft windows vista business upgrade license 1 pc english,microsoft,,109.95,168.99,0
251,1137,microsoft crm small business ed cal 3.0 license pack user cal,microsoft windows vista business upgrade license 1 pc english,microsoft software,,9929.0,168.99,0
550,1137,windows vista business spanish full version [ dvd ],microsoft windows vista business upgrade license 1 pc english,microsoft,,329.95,168.99,0
496,1137,microsoft windows vista business 32-bit for system builders,microsoft windows vista business upgrade license 1 pc english,microsoft,,179.99,168.99,0
490,1137,microsoft visual studio professional 2005 upgrade,microsoft windows vista business upgrade license 1 pc english,microsoft software,,549.0,168.99,0
271,1137,microsoft office small business 2007,microsoft windows vista business upgrade license 1 pc english,microsoft software,,735.33,168.99,0
662,1137,microsoft windows terminal server 2003 client additional license for users - 5 user,microsoft windows vista business upgrade license 1 pc english,microsoft,,669.0,168.99,0
858,1137,microsoft onenote 2007 upgrade,microsoft windows vista business upgrade license 1 pc english,microsoft,,79.95,168.99,0
512,1137,microsoft windows xp professional upgrade with sp2,microsoft windows vista business upgrade license 1 pc english,microsoft software,,199.99,168.99,0
348,1137,microsoft office & windows training,microsoft windows vista business upgrade license 1 pc english,topics entertainment,,29.99,168.99,0
823,1137,microsoft word 2004 upgrade ( mac ),microsoft windows vista business upgrade license 1 pc english,microsoft,,109.99,168.99,0
531,1137,microsoft windows server 2003 client additional license for users-5 pack,microsoft windows vista business upgrade license 1 pc english,microsoft,,809.0,168.99,0
616,1137,microsoft windows vista home basic upgrade [ dvd ],microsoft windows vista business upgrade license 1 pc english,microsoft,,99.95,168.99,0
511,1137,microsoft publisher 2007 version upgrade,microsoft windows vista business upgrade license 1 pc english,microsoft,,99.95,168.99,0
248,1137,microsoft windows small business server cal 2003 license pack 20 client addpack device,microsoft windows vista business upgrade license 1 pc english,microsoft software,,,168.99,0
443,1137,microsoft windows small business server premium 2003 r2 upgrade cd/dvd 5 client,microsoft windows vista business upgrade license 1 pc english,microsoft,,709.0,168.99,0
535,1137,microsoft windows live onecare 1.5 online pc care subscription [ 12 months ],microsoft windows vista business upgrade license 1 pc english,microsoft,,49.95,168.99,0
571,904,microsoft visio standard 2007 version upgrade,microsoft office 2004 standard,microsoft,,129.95,369.99,0
93,904,microsoft office frontpage 2003 academic version windows ),microsoft office 2004 standard,microsoft,,159.98,369.99,0
753,904,microsoft office & windows training professional,microsoft office 2004 standard,topics entertainment,,49.95,369.99,0
371,904,microsoft powerpoint 2004 upgrade ( mac ),microsoft office 2004 standard,microsoft,,109.99,369.99,0
587,904,microsoft word 2007 version upgrade,microsoft office 2004 standard,microsoft,,109.95,369.99,0
773,904,microsoft office mac 2004 english 3pk dsp 731-01163 ),microsoft office 2004 standard,microsoft corporation,,,369.99,0
271,904,microsoft office small business 2007,microsoft office 2004 standard,microsoft software,,735.33,369.99,0
225,904,microsoft powerpoint 2004 ( mac ),microsoft office 2004 standard,microsoft,,229.99,369.99,0
1145,904,microsoft office 2004 standard ( mac ),microsoft office 2004 standard,microsoft,,399.99,369.99,1
606,904,microsoft office 2004 professional ( mac ),microsoft office 2004 standard,microsoft,,499.99,369.99,0
858,904,microsoft onenote 2007 upgrade,microsoft office 2004 standard,microsoft,,79.95,369.99,0
541,904,microsoft onenote 2007,microsoft office 2004 standard,microsoft,,99.95,369.99,0
348,904,microsoft office & windows training,microsoft office 2004 standard,topics entertainment,,29.99,369.99,0
497,904,microsoft data analyzer 2002,microsoft office 2004 standard,microsoft,,179.0,369.99,0
781,904,microsoft excel 2004 ( mac ),microsoft office 2004 standard,microsoft,,229.99,369.99,0
519,904,microsoft student with encarta premium 2008 dvd,microsoft office 2004 standard,microsoft,,49.95,369.99,0
614,904,microsoft works suite 2006,microsoft office 2004 standard,microsoft,,99.0,369.99,0
578,904,microsoft office excel 2007,microsoft office 2004 standard,microsoft,,229.95,369.99,0
12,904,microsoft sql server standard edition 2005 64 bit cd/dvd 5 client,microsoft office 2004 standard,microsoft,,1849.0,369.99,0
670,904,gorilla 4 standard,microsoft office 2004 standard,jungle software,,299.0,369.99,0
571,3194,microsoft visio standard 2007 version upgrade,microsoft ( r ) project standard 2007,microsoft,,129.95,349.95,0
587,3194,microsoft word 2007 version upgrade,microsoft ( r ) project standard 2007,microsoft,,109.95,349.95,0
490,3194,microsoft visual studio professional 2005 upgrade,microsoft ( r ) project standard 2007,microsoft software,,549.0,349.95,0
271,3194,microsoft office small business 2007,microsoft ( r ) project standard 2007,microsoft software,,735.33,349.95,0
225,3194,microsoft powerpoint 2004 ( mac ),microsoft ( r ) project standard 2007,microsoft,,229.99,349.95,0
