ltable_id,rtable_id,ltable_Song_Name,rtable_Song_Name,ltable_Artist_Name,rtable_Artist_Name,ltable_Album_Name,rtable_Album_Name,ltable_Genre,rtable_Genre,ltable_Price,rtable_Price,ltable_CopyRight,rtable_CopyRight,ltable_Time,rtable_Time,ltable_Released,rtable_Released,label
5712,35057,"Turn Around ( 5,4,3,2,1 ) [ DJ Bam Bam Radio Remix ]","Turn Around ( 5,4,3,2,1 )",Flo Rida,Flo Rida,"Turn Around ( 5,4,3,2,1 ) - Deluxe Single",Only One Flo ( Part 1 ) [ Deluxe ] [ + Video ] [ + Digital Booklet ],"Hip-Hop/Rap , Music , Electronic , Rap , Dirty South , Dance",Rap & Hip-Hop,$ 1.29,$ 1.29,‰ ãÑ 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:35,3:20,16-Nov-10,"November 26 , 2010",1
303,22290,Lifted ( feat . Emeli Sand ' © & Professor Green ),One Way [ feat . Mic Righteous ],Naughty Boy,Naughty Boy,Hotel Cabana ( Deluxe Version ),Hotel Cabana ( Deluxe Version ) [ Explicit ],"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",Pop,$ 1.29,$ 1.29,2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,4:15,3:26,6-May-14,"May 6 , 2014",0
3346,37611,"Young , Wild & Free ( feat . Bruno Mars )",Can You Control Yo Hoe ( Album Version ( Explicit ) ) [ feat . Soopafly ] [ Explicit ],Snoop Dogg,Snoop Dogg,Mac and Devin Go to High School ( Music from and Inspired By the Movie ) [ Deluxe Version ],R&G ( Rhythm & Gangsta ) : The Masterpiece ( Explicit Version ),"Soundtrack,Music,Hip-Hop / Rap , West Coast Rap , Gangsta Rap , Hardcore Rap , Rap , Soundtrack","Gangsta & Hardcore , Rap & Hip-Hop",$ 1.99,$ 0.99,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,( C ) 2004 Geffen Records,4:12,3:08,12-Dec-11,"November 16 , 2004",0
6764,51438,Gone,Gone ( Album Version ( Edited ) ) [ Clean ],The Weeknd,The Weeknd,Trilogy,Trilogy ( Edited Version ) [ Clean ],"R&B / Soul , Music , Rock , Contemporary R&B",R&B,$ 1.29,$ 1.29,"‰ ãÑ 2012 XO & co. , Inc.","( C ) 2013 XO & co. , Inc.",8:07,8:07,13-Nov-12,"September 18 , 2015",1
2021,28403,If I Am a Stranger ( Live In Amsterdam ),Lucky Now ( Live At Carnegie Hall / 11/17/2014 ) [ Explicit ],Ryan Adams,Ryan Adams,Live After Deaf ( Live ) [ Complete Collection ],Live At Carnegie Hall [ Explicit ],"Singer/Songwriter , Music , Rock",Rock,$ 0.99,$ 1.29,2012 PAXAM RECORDS,( C ) 2015 PaxAmericana Recording Company Under Exclusive Licenese To Blue Note Records,5:10,6:01,2-Jul-12,"April 21 , 2015",0
2021,28279,If I Am a Stranger ( Live In Amsterdam ),16 Days ( Live in London 2 Bonus Track ),Ryan Adams,Ryan Adams,Live After Deaf ( Live ) [ Complete Collection ],Live After Deaf ( Collection ),"Singer/Songwriter , Music , Rock","Folk , Rock",$ 0.99,$ 0.99,2012 PAXAM RECORDS,2012 PAXAM RECORDS,5:10,4:56,2-Jul-12,"July 2 , 2012",0
1084,9523,Masterpiece ( feat . Jordan Rakei ),Holding On [ feat . Gregory Porter ],Disclosure,Disclosure,Caracal,Caracal,"Electronic , Music , Dance , Garage , House , Rock","Electronica , Dance & Electronic",Album Only,$ 1.29,"2015 Island Records , a division of Universal Music Operations Limited","( C ) 2015 Island Records , a division of Universal Music Operations Limited",4:01,5:15,,"September 25 , 2015",0
1204,28025,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],I 'll Keep Loving you ( feat . Birdy & Jaymes Young ),David Guetta,David Guetta,Listen ( Deluxe Version ),Listen ( Deluxe ),"Dance , Music , Rock , House , Electronic , French Pop",Dance & Electronic,$ 1.29,$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",2015 If Moving Your Mine,3:20,3:08,24-Nov-14,"November 24 , 2014",0
1263,28025,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],I 'll Keep Loving you ( feat . Birdy & Jaymes Young ),David Guetta,David Guetta,One Love ( Deluxe Version ),Listen ( Deluxe ),"Dance , Music",Dance & Electronic,$ 1.29,$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2015 If Moving Your Mine,2:51,3:08,21-Aug-09,"November 24 , 2014",0
1828,15256,El Perd ' _ n ( Forgiveness ),El PerdÌ_n ( Gregor Salto Remix ),Nicky Jam & Enrique Iglesias,Nicky Jam & Enrique Iglesias,El Perd ' _ n ( Forgiveness ) - Single,El PerdÌ_n ( The Remixes ),"Pop , Music","International , Latin Music , Latin Hip-Hop",$ 1.29,$ 1.29,2015 Sony Music Entertainment US Latin LLC,2015 Real Sounds,3:26,4:09,10-Jul-15,"July 1 , 2015",0
5147,43656,Take Care ( feat . Rihanna ),Make Me Proud [ feat . Nicki Minaj ] [ Clean ],Drake,Drake,Take Care ( Deluxe Version ),Take Care ( Deluxe Edition ),"Hip-Hop/Rap , Music",Rap & Hip-Hop,$ 1.29,$ 1.29,‰ ãÑ 2011 Cash Money Records Inc.,( C ) 2012 Cash Money Records Inc.,4:37,3:39,15-Nov-11,"March 20 , 2012",0
5147,43679,Take Care ( feat . Rihanna ),The Real Her [ feat . Andre 3000 ] [ Explicit ],Drake,Drake,Take Care ( Deluxe Version ),Take Care ( Deluxe Edition ) [ Explicit ],"Hip-Hop/Rap , Music",Rap & Hip-Hop,$ 1.29,$ 1.29,‰ ãÑ 2011 Cash Money Records Inc.,( C ) 2012 Cash Money Records Inc.,4:37,5:21,15-Nov-11,"March 20 , 2012",0
2694,17169,Whateva ( feat . Monty ),My Way ( feat . Monty ) [ Explicit ],Fetty Wap,Fetty Wap,Fetty Wap ( Deluxe ),Fetty Wap ( Deluxe ) [ Explicit ],"Hip-Hop/Rap , Music , Rap",Rap & Hip-Hop,Album Only,$ 1.29,2015 300 Entertainment/RGF Productions,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",5:11,3:33,,"September 25 , 2015",0
592,43689,I Ai n't Livin ' Long Like This,I Ai n't Livin ' Long Like This,Chris Janson,Chris Janson,Take It to the Bank - EP,Take It to the Bank ( EP ),"Country , Music",Country,$ 1.29,$ 1.29,2014 Sony Music Entertainment,( C ) 2012 Cash Money Records Inc.,4:13,4:13,24-Feb-14,"February 24 , 2014",1
598,43689,I Ai n't Livin ' Long Like This,I Ai n't Livin ' Long Like This,Chris Janson,Chris Janson,Take It to the Bank - EP,Take It to the Bank ( EP ),"Country , Music",Country,$ 1.29,$ 1.29,2014 Sony Music Entertainment,( C ) 2012 Cash Money Records Inc.,4:13,4:13,24-Feb-14,"February 24 , 2014",1
2479,33786,I Ca n't Go There ( Acoustic Version ),I Ca n't Go There ( Acoustic Version ),Kenny Chesney,Kenny Chesney,"No Shoes , No Shirt , No Problems","No Shoes , No Shirt , No Problems","Country , Music , Contemporary Country , Urban Cowboy",Country,$ 0.99,$ 0.99,2002 BMG,Underground Avenue,3:45,3:45,2-Apr-02,"April 2 , 2002",1
1542,41590,Second Chance ( Live Acoustic from Kansas City ),Times Like These ( Live Acoustic From Kansas City ),Shinedown,Shinedown,Somewhere In the Stratosphere ( Live ),Somewhere In The Stratosphere,"Rock , Music , Metal , Alternative , Hard Rock",Rock,$ 1.29,$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,( C ) 2005 MCA Nashville,5:06,4:07,18-Apr-11,"April 18 , 2011",0
1542,41566,Second Chance ( Live Acoustic from Kansas City ),Intro ( Scary Fairy ) [ Live From Washington State ],Shinedown,Shinedown,Somewhere In the Stratosphere ( Live ),Somewhere In The Stratosphere,"Rock , Music , Metal , Alternative , Hard Rock",Rock,$ 1.29,$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,( C ) 2005 MCA Nashville,5:06,1:02,18-Apr-11,"April 18 , 2011",0
5001,3099,Who I Am With You,Who I Am With You,Chris Young,Chris Young,A.M.,A.M.,"Country , Music , Urban Cowboy , Contemporary Country",Country,$ 1.29,$ 1.29,‰ ãÑ 2013 Sony Music Entertainment,"( C ) 2010 Hollywood Records , Inc.",3:13,3:11,16-Sep-13,"September 16 , 2013",1
6290,47840,Gold ( feat . Eighty4 Fly ),Neon Cathedral ( feat . Allen Stone ),Macklemore & Ryan Lewis,Macklemore & Ryan Lewis,The Heist ( Deluxe Edition ),The Heist [ Explicit ],"Hip-Hop/Rap , Music , Rap , Alternative Rap , West Coast Rap",Rap & Hip-Hop,$ 1.29,$ 1.29,"‰ ãÑ 2012 Macklemore , LLC .",2014 Selena Garcia & Steven Gomez,4:11,4:34,1-Aug-12,"October 9 , 2012",0
1193,28006,The Whisperer ( feat . Sia ),S.T.O.P ( feat . Ryan Tedder ),David Guetta,David Guetta,Listen,Listen ( Deluxe ),"Dance , Music , Electronic , House , Rock , French Pop",Dance & Electronic,$ 1.29,$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",2015 If Moving Your Mine,3:54,3:34,24-Nov-14,"November 24 , 2014",0
1193,27999,The Whisperer ( feat . Sia ),Goodbye Friend ( feat . The Script ),David Guetta,David Guetta,Listen,Listen ( Deluxe ),"Dance , Music , Electronic , House , Rock , French Pop",Dance & Electronic,$ 1.29,$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",2015 If Moving Your Mine,3:54,3:49,24-Nov-14,"November 24 , 2014",0
1203,27999,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],Goodbye Friend ( feat . The Script ),David Guetta,David Guetta,Listen ( Deluxe Version ),Listen ( Deluxe ),"Dance , Music , Rock , House , Electronic , French Pop",Dance & Electronic,$ 1.29,$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",2015 If Moving Your Mine,3:20,3:49,24-Nov-14,"November 24 , 2014",0
1193,28008,The Whisperer ( feat . Sia ),The Whisperer ( feat . Sia ),David Guetta,David Guetta,Listen,Listen ( Deluxe ),"Dance , Music , Electronic , House , Rock , French Pop",Dance & Electronic,$ 1.29,$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",2015 If Moving Your Mine,3:54,3:54,24-Nov-14,"November 24 , 2014",1
801,29543,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],Love Me Like You Do ( Sax Instrumental Version ),Justin Bieber,Justin Ward,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],Love Me Like You Do - Made Popular By Ellie Goulding,"Dance , Music , Rock",Pop,$ 1.29,$ 0.89,2012 The Island Def Jam Music Group,( c ) 2015 Covered Records,4:40,3:16,11-Sep-12,,0
6234,13713,Doin ' My Thing,Doin ' My Thing,Luke Bryan,Luke Bryan,Doin ' My Thing,Doin ' My Thing,"Country , Music , Contemporary Country",Country,$ 1.29,$ 1.29,"‰ ãÑ 2009 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",( C ) 2009 Capitol Records Nashville,3:09,3:09,2-Oct-09,"October 2 , 2009",1
3349,7362,Remember You ( feat . The Weeknd ),KK ( feat . Project Pat & Juicy J ) [ Explicit ],Wiz Khalifa,Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),Blacc Hollywood ( Deluxe ) [ Explicit ],"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",Rap & Hip-Hop,$ 1.99,$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,5:20,4:09,4-Dec-12,"August 19 , 2014",0
3549,19057,"Turn Around ( 5,4,3,2,1 ) [ AK Remix ]",Gdfr ( Feat . Sage The Gemini & Lookas ) [ K. Theory Remix ],Flo Rida,Flo Rida,"Turn Around ( 5,4,3,2,1 ) [ Remixes ]",Gdfr ( Feat . Sage The Gemini & Lookas ) [ Remixes ],"Dance,Music,Hip-Hop / Rap , Dirty South , Rap , Electronic",Rap & Hip-Hop,$ 1.29,$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,5:09,3:08,19-Apr-11,"January 21 , 2015",0
